"得意先ｺｰﾄﾞ","得意先名１","得意先名２","得意先名略称","得意先名索引","郵便番号","住所１","住所２","住所３","電話番号","ＦＡＸ番号","取引区分名","請求先ｺｰﾄﾞ","請求先名","請求先区分名","担当者ｺｰﾄﾞ","担当者名","締日１","締日２","締日３","入金日１","入金日２","入金日３","入金ｻｲｸﾙ１","入金ｻｲｸﾙ名１","入金ｻｲｸﾙ２","入金ｻｲｸﾙ名２","入金ｻｲｸﾙ３","入金ｻｲｸﾙ名３","入金条件１","入金条件名１","入金条件２","入金条件名２","入金条件３","入金条件名３","与信限度額"
"200037","株式会社　コックス","","㈱コックス","ｺｯｸｽ","110-0012","東京都台東区","竜泉3-41-7","Kフラッツ1F","03-5603-6321","03-5603-6323","","200037","㈱コックス","通常","000015","石井",20,0,0,10,0,0,2,"2ヶ月後",0,"",0,"",1,"振込",0,"",0,"",1500000
"200038","株式会社　後藤","","㈱後藤","ｺﾞﾄｳ","980-0003","宮城県仙台市青葉区","小田原5-3-12","","022-222-3628","022-227-3363","","200038","㈱後藤","通常","000003","岡田",30,0,0,30,0,0,1,"翌月",0,"",0,"",2,"手形",0,"",0,"",100000
"200039","有限会社　コラボ","","㈲コラボ","ｺﾗﾎﾞ","110-0016","東京都台東区","台東3-40-2","","03-5807-1601","03-5807-1602","","200039","㈲コラボ","通常","000009","赤木",20,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",500000
"200040","有限会社　サーチ","","(有)サーチ","ｻｰﾁ","124-0023","東京都葛飾区","東新小岩4-13-24","","03-3696-9789","03-3696-9788","","200040","(有)サーチ","通常","000005","㈱インテック",20,0,0,30,0,0,1,"翌月",0,"",0,"",0,"現金",0,"",0,"",1
"200041","株式会社　サガワ","","㈱サガワ","ｻｶﾞﾜ","556-0006","大阪府大阪市浪速区","日本橋東2-4-20","","06-6643-5651","06-6649-5335","","200041","㈱サガワ","通常","000009","赤木",20,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200042","株式会社　サトー商事","","㈱サトー商事","ｻﾄｰｼｮｳ","168-0063","東京都杉並区","和泉1-38-3","","03-5300-4747","03-5300-4757","","200042","㈱サトー商事","通常","000003","岡田",20,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",100000
"200043","株式会社　三愛コマース","","㈱三愛コマース","ｻﾝｱｲｺﾏ","151-0053","東京都渋谷区","代々木4-33-10","トーシンビル4F","03-5358-3230","03-3378-7025","","200043","㈱三愛コマース","通常","000005","㈱インテック",30,0,0,5,0,0,2,"2ヶ月後",0,"",0,"",1,"振込",0,"",0,"",1
"200044","有限会社　サンイースト","","㈲サンイース","ｻﾝｲｰｽﾄ","310-0012","茨城県水戸市","城東2-3-3","ビューパレー水戸606","029-224-3029","029-231-3054","","200044","㈲サンイース","通常","000005","㈱インテック",20,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200045","株式会社　三幸宝飾","","㈱三幸宝飾","ｻﾝｺｳﾎｳ","110-0005","東京都台東区","上野5-11-2","第3オリエントビル2F","03-3836-2535","03-3836-2832","","200045","㈱三幸宝飾","通常","000005","㈱インテック",30,0,0,10,0,0,2,"2ヶ月後",0,"",0,"",1,"振込",0,"",0,"",1
"200046","サン商事　株式会社","","サン商事㈱","ｻﾝｼｮｳｼ","452-0837","愛知県名古屋市西区","十方町139番地","","052-504-5021","052-503-3566","","200046","サン商事㈱","通常","000003","岡田",30,0,0,5,0,0,2,"2ヶ月後",0,"",0,"",1,"振込",0,"",0,"",1
"200047","サントレーディング　株式会社","","サントレーディング","ｻﾝﾄﾚｰﾃ","110-0015","東京都台東区","東上野1-11-7-4F","","","","","200047","サントレーディング","通常","000002","釘宮",20,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200048","株式会社　シービーエス","","㈱シービーエス","ｼｰﾋﾞｰｴ","541-0057","大阪府大阪市中央区","北久宝寺町3-3-1","心斎橋モロセビル601号","06-6244-9551","06-6244-9552","","200048","㈱シービーエス","通常","000015","石井",20,0,0,20,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",500000
"200049","株式会社　ｼﾀｰﾝｲﾝﾀｰﾅｼｮﾅﾙ","","㈱ｼﾀｰﾝｲﾝﾀｰﾅｼｮﾅﾙ","ｼﾀｰﾝｲﾝ","110-0015","東京都台東区","東上野1-7-9","松村ビル4F","03-3834-4311","03-3834-4312","","200049","㈱ｼﾀｰﾝｲﾝﾀｰﾅｼｮﾅﾙ","通常","000005","㈱インテック",20,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200050","有限会社　シュール","","㈲ｼｭｰﾙ","ｼｭｰﾙ","336-0033","埼玉県さいたま市南区","曲本1-20-20","ルクソル浦和708","048-866-1899","048-866-1716","","200050","㈲ｼｭｰﾙ","通常","000003","岡田",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200051","株式会社　ジュエリーハギ","","㈱ジュエリーハギ","ｼﾞｭｴﾘｰ","171-8550","東京都豊島区","南池袋3-11-8","ｷﾝｶ堂本部　2F","03-3983-7012","03-3980-8964","","200051","㈱ジュエリーハギ","通常","000008","河田",20,0,0,10,0,0,2,"2ヶ月後",0,"",0,"",1,"振込",0,"",0,"",1
"200052","有限会社　新光商会","","㈲新光商会","ｼﾝｺｳｼｮ","458-0044","愛知県名古屋市緑区","池上台3-106-14","","052-895-6130","052-895-6162","","200052","㈲新光商会","通常","000008","河田",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200053","有限会社　シンプル21","","㈲シンプル21","ｼﾝﾌﾟﾙ2","270-0121","千葉県流山市","西初石4-466-24","","04-7178-2003","04-7178-3970","","200053","㈲シンプル21","通常","000005","㈱インテック",20,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200054","株式会社　セベ","","㈱セベ","ｾﾍﾞ","230-0076","神奈川県横浜市鶴見区","馬場3-2-32","","045-580-7151","045-580-7155","","200054","㈱セベ","通常","000003","岡田",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200055","株式会社　セルズ","","㈱セルズ","ｾﾙｽﾞ","111-0041","東京都台東区","元浅草3-6-1","エクセレントタワー2Ｆ","03-3847-9990","03-3847-9990","","200055","㈱セルズ","通常","000005","㈱インテック",20,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200056","株式会社　ソウシン","","㈱ソウシン","ｿｳｼﾝ","231-0064","神奈川県横浜市中区","野毛町3-160","ちえるる野毛1F","045-242-9599","045-243-2191","","200056","㈱ソウシン","通常","000003","岡田",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",500000
"200057","タイムアート","","タイムアート","ﾀｲﾑｱｰﾄ","179-0075","東京都練馬区","高松3-7-20-401","","03-3998-4673","03-3998-4673","","200057","タイムアート","通常","000005","㈱インテック",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200058","タイムランド","","タイムランド","ﾀｲﾑﾗﾝﾄ","044-0056","北海道虻田郡倶知安町","北六条西１丁目","","0136-22-2422","0136-22-2422","","200058","タイムランド","通常","000005","㈱インテック",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200059","株式会社　タスク","","㈱タスク","ﾀｽｸ","110-0015","東京都台東区","東上野1-1-12","栗橋ビル","03-3831-5821","03-3835-7367","","200059","㈱タスク","通常","000015","石井",20,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",3000000
"200060","株式会社　タスクインターナショナ","","㈱ﾀｽｸｲﾝﾀｰﾅｼｮﾅﾙ","ﾀｽｸｲﾝﾀ","111-0041","東京都台東区","元浅草1-11-7","","03-3845-6841","03-3845-6843","","200060","㈱ﾀｽｸｲﾝﾀｰﾅｼｮﾅﾙ","通常","000009","赤木",20,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",500000
"200061","中部商事　株式会社","","中部商事㈱","ﾁｭｳﾌﾞｼ","460-0011","愛知県名古屋市中区","大須3-17-24","","052-263-6081","052-263-6094","","200061","中部商事㈱","通常","000008","河田",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",500000
"200062","株式会社　テクノタイムサービス","","㈱ﾃｸﾉﾀｲﾑｻｰﾋﾞｽ","ﾃｸﾉﾀｲﾑ","104-0041","東京都中央区","新富1-13-21","ﾔﾏﾄ第一ﾋﾞﾙ2F","03-3552-8223","03-6222-3335","","200062","㈱ﾃｸﾉﾀｲﾑｻｰﾋﾞｽ","通常","000015","石井",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",500000
"200063","株式会社　トウカイタイム","","㈱トウカイタイム","ﾄｳｶｲﾀｲ","476-0003","愛知県東海市","荒尾町東屋敷２番地","","052-603-4799","052-603-4899","","200063","㈱トウカイタイム","通常","000008","河田",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",500000
"200064","株式会社　トキマ","","㈱トキマ","ﾄｷﾏ","110-0015","東京都台東区","東上野1-11-7","","03-5807-3131","03-5807-3132","","200064","㈱トキマ","通常","000015","石井",20,0,0,5,0,0,2,"2ヶ月後",0,"",0,"",1,"振込",0,"",0,"",2000000
"200065","トップモア　株式会社","","トップモア㈱","ﾄｯﾌﾟﾓｱ","111-0043","東京都台東区","駒形1-2-6","大竹ビル","03-3841-7081","03-3841-5843","","200065","トップモア㈱","通常","000009","赤木",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200066","ナカムラ商会","","ナカムラ商会","ﾅｶﾑﾗｼｮ","983-0038","宮城県仙台市宮城野区","新田5-7-36","","022-236-6382","022-232-7227","","200066","ナカムラ商会","通常","000003","岡田",20,0,0,5,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",200000
"200067","有限会社　ニチギン","","㈲ニチギン","ﾆﾁｷﾞﾝ","120-0014","東京都足立区","西綾瀬2-12-9-206","","03-6806-3301","03-6806-3341","","200067","㈲ニチギン","通常","000009","赤木",30,0,0,20,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",200000
"200068","株式会社　日光貿易","","㈱日光貿易","ﾆｯｺｳﾎﾞ","462-0825","愛知県名古屋市北区","大曽根4-8-8","","052-914-8086","052-914-8086","","200068","㈱日光貿易","通常","000008","河田",20,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200069","株式会社　ニバル","","㈱ニバル","ﾆﾊﾞﾙ","101-0021","東京都千代田区","外神田6-14-9","秋葉原MFビル28号館6F","03-5688-8741","03-5688-8742","","200069","㈱ニバル","通常","000005","㈱インテック",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200071","株式会社　ハシグチ","","㈱ハシグチ","ﾊｼｸﾞﾁ","167-0041","東京都杉並区","善福寺1-24-12","","03-3390-8410","03-3390-6310","","200071","㈱ハシグチ","通常","000003","岡田",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",100000
"200072","株式会社　パックエックス","","㈱パックエックス","ﾊﾟｯｸｴｯ","107-0052","東京都港区","赤坂2-15-18","西山興業赤坂ビル2F","03-5570-2466","03-5570-2488","","200072","㈱パックエックス","通常","000008","河田",20,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200073","有限会社　PROSPER","","㈲PROSPER","ﾌﾟﾛｽﾊﾟ","334-0011","埼玉県鳩ケ谷市","三ツ和3-3-9","","048-288-7320","048-288-7321","","200073","㈲PROSPER","通常","000003","岡田",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200074","株式会社　ﾊﾙｼﾞｬﾊﾟﾝｺｰﾎﾟﾚｰｼｮﾝ","","㈱ﾊﾙｼﾞｬﾊﾟﾝｺｰﾎﾟﾚｰｼｮﾝ","ﾊﾙｼﾞｬﾊ","171-0021","東京都豊島区","西池袋5-26-19","陸王西池袋ビル7F","03-5995-2801","03-5995-2775","","200074","㈱ﾊﾙｼﾞｬﾊﾟﾝｺｰﾎﾟﾚｰｼｮﾝ","通常","000001","高橋",20,0,0,30,0,0,2,"2ヶ月後",0,"",0,"",1,"振込",0,"",0,"",1
"200075","株式会社　ヒューマンフレーム","","㈱ヒューマンフレーム","ﾋｭ-ﾏﾝﾌ","120-0034","東京都足立区","千住3-6","ツォード602","03-3870-3111","03-3870-5741","","200075","㈱ヒューマンフレーム","通常","000001","高橋",20,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200076","ヒロタ商会","","ヒロタ商会","ﾋﾛﾀｼｮｳ","067-0034","北海道江別市","いずみ野8-20","","011-383-9532","011-383-9532","","200076","ヒロタ商会","通常","000005","㈱インテック",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200077","株式会社　フィクス","","㈱フィクス","ﾌｨｸｽ","169-0075","東京都新宿区","高田馬場4-3-8","松島第二ビル　1F・2F","03-5348-1871","03-5348-1575","","200077","㈱フィクス","通常","000005","㈱インテック",30,0,0,5,0,0,2,"2ヶ月後",0,"",0,"",1,"振込",0,"",0,"",1
"200078","株式会社　富士","","㈱富士","ﾌｼﾞ","465-0024","愛知県名古屋市名東区","本郷3-148番地","","052-777-3001","052-777-3381","","200078","㈱富士","通常","000008","河田",20,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",500000
"200079","フジムラ","","フジムラ","ﾌｼﾞﾑﾗ","799-0121","愛媛県川之江市","上分町1206","","0896-56-3006","0896-56-3012","","200079","フジムラ","通常","000003","岡田",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200080","フルトン　株式会社","","フルトン㈱","ﾌﾙﾄﾝ","278-0016","千葉県野田市","二ツ塚430-5","","0471-38-2324","0471-38-2032","","200080","フルトン㈱","通常","000001","高橋",20,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200081","株式会社　ベスト販売","","㈱ベスト販売","ﾍﾞｽﾄﾊﾝ","160-0022","東京都新宿区","新宿3-17-12","","03-5360-6850","03-5360-6905","","200081","㈱ベスト販売","通常","000011","三島",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",100000
"200082","株式会社　トラストタイム","","㈱トラストタイム","ﾄﾗｽﾄﾀｲ","110-0015","東京都台東区","東上野1-7-13","オカダビル2F","03-3839-6571","03-3839-6573","","200082","㈱トラストタイム","通常","000015","石井",20,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1000000
"200083","有限会社　マックトレーディング","","㈲ﾏｯｸﾄﾚｰﾃﾞｨﾝｸﾞ","ﾏｯｸﾄﾚｰ","231-0804","神奈川県横浜市中区","本牧宮原2-25","","045-625-0488","045-625-0559","","200083","㈲ﾏｯｸﾄﾚｰﾃﾞｨﾝｸﾞ","通常","000005","㈱インテック",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200084","マーサインターナショナル","株式会社","ﾏｰｻｲﾝﾀｰﾅｼｮﾅﾙ㈱","ﾏｰｻｲﾝﾀ","104-0043","東京都中央区","湊3-5-10","セントラル新富町　6F","03-5541-0170","03-5541-0180","","200084","ﾏｰｻｲﾝﾀｰﾅｼｮﾅﾙ㈱","通常","000015","石井",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",3000000
"200085","株式会社　マックス","","㈱マックス","ﾏｯｸｽ","906-0013","沖縄県宮古島市","平良字下里1153-3","OKマンション202号","0980-79-8200","0980-79-8210","","200085","㈱マックス","通常","000001","高橋",20,0,0,20,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200086","株式会社　マルチタイム","","㈱マルチタイム","ﾏﾙﾁﾀｲﾑ","510-8102","三重県三重郡朝日町","小向303-2","","0593-77-4976","0593-77-4978","","200086","㈱マルチタイム","通常","000008","河田",20,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",500000
"200087","美憂","","美憂","ﾐｳ","352-0002","埼玉県新座市","東1-20-21","バードガーデンB-6","048-482-5142","048-482-5142","","200087","美憂","通常","000001","高橋",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200088","株式会社　三ツ矢","","㈱三ツ矢","ﾐﾂﾔ","150-0002","東京都渋谷区","渋谷2-9-11-501","","03-3400-2211","03-3400-3291","","200088","㈱三ツ矢","通常","000008","河田",30,0,0,5,0,0,2,"2ヶ月後",0,"",0,"",1,"振込",0,"",0,"",1
"200089","株式会社　ミリオン","","㈱ミリオン","ﾐﾘｵﾝ","132-0035","東京都江戸川区","平井6-2-25","","03-6672-0746","03-3611-5281","","200089","㈱ミリオン","通常","000003","岡田",20,0,0,30,0,0,1,"翌月",0,"",0,"",0,"現金",0,"",0,"",1
"200090","株式会社　村上企画","","㈱村上企画","ﾑﾗｶﾐｷｶ","110-0016","東京都台東区","台東4-30-8","宮地ビル7F","03-3839-1911","03-3839-1912","","200090","㈱村上企画","通常","000003","岡田",30,0,0,30,0,0,2,"2ヶ月後",0,"",0,"",1,"振込",0,"",0,"",1
"200091","有限会社　メイゴールド","","㈲メイゴールド","ﾒｲｺﾞｰﾙ","111-0043","東京都台東区","駒形1-2-6","大竹ビル","03-3841-7081","03-3841-5843","","200091","㈲メイゴールド","通常","000005","㈱インテック",30,0,0,30,0,0,0,"当月",0,"",0,"",1,"振込",0,"",0,"",1
"200092","有限会社　ヤマニコーポレーション","","㈲ﾔﾏﾆｺｰﾎﾟﾚｰｼｮﾝ","ﾔﾏﾆｺｰﾎ","130-0012","東京都墨田区","太平1-11-4","ﾗｲｵﾝｽﾞﾏﾝｼｮﾝ錦糸町第6　403号室","03-6456-1271","03-6456-1272","","200092","㈲ﾔﾏﾆｺｰﾎﾟﾚｰｼｮﾝ","通常","000019","松宮",30,0,0,20,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1000000
"200093","有限会社　ユーアイエスジャパン","","㈲ﾕｰｱｲｴｽｼﾞｬﾊﾟﾝ","ﾕｰｱｲｴｽ","170-0013","東京都豊島区","東池袋3-2-4-701","","03-5391-1686","03-5391-1713","","200093","㈲ﾕｰｱｲｴｽｼﾞｬﾊﾟﾝ","通常","000001","高橋",20,0,0,5,0,0,2,"2ヶ月後",0,"",0,"",1,"振込",0,"",0,"",1
"200094","ユニオン貿易　有限会社","","ユニオン貿易(有)","ﾕﾆｵﾝﾎﾞ","343-0041","埼玉県越谷市","千間台西3-4-5-106","","0489-74-2008","0489-74-2018","","200094","ユニオン貿易(有)","通常","000001","高橋",20,0,0,30,0,0,1,"翌月",0,"",0,"",0,"現金",0,"",0,"",1
"200095","有限会社　ユニバーサル企画","","㈲ユニバーサル企画","ﾕﾆﾊﾞｰｻ","186-0005","東京都国立市","西1-16-41","","042-580-3434","042-571-4487","","200095","㈲ユニバーサル企画","通常","000005","㈱インテック",20,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200096","有限会社　ユニバース","","㈲ユニバース","ﾕﾆﾊﾞｰｽ","870-0108","大分県大分市","三佐3-1-3","鶴崎司法会館202号","097-523-6667","097-523-0944","","200096","㈲ユニバース","通常","000008","河田",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200097","株式会社　芳国産業","","㈱芳国産業","ﾖｼｸﾆｻﾝ","111-0043","東京都台東区","駒形2-4-11","ヨシクニ駒形ビル10F","03-3843-7811","03-3843-2559","","200097","㈱芳国産業","通常","000009","赤木",30,0,0,20,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200098","有限会社　吉葉屋商店","","㈲吉葉屋商店","ﾖｼﾊﾞﾔｼ","110-0005","東京都台東区","上野6-10-7","アメ横プラザ58号","03-3832-7005","03-3831-0007","","200098","㈲吉葉屋商店","通常","000005","㈱インテック",20,0,0,10,0,0,1,"翌月",0,"",0,"",0,"現金",0,"",0,"",1
"200099","株式会社　リーイン","","㈱リーイン","ﾘｰｲﾝ","101-0021","東京都千代田区","外神田5-5-10","","03-3835-3955","03-3835-3956","","200099","㈱リーイン","通常","000008","河田",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1000000
"200100","理陽産業　株式会社","","理陽産業㈱","ﾘﾖｳｻﾝｷ","179-0073","東京都練馬区","田柄5-14-13","","03-5241-8811","03-5241-8815","","200100","理陽産業㈱","通常","000009","赤木",30,0,0,30,0,0,0,"当月",0,"",0,"",9,"指定なし",0,"",0,"",1
